movie_id,link
25908,https://en.wikipedia.org/wiki/Sex_&_Drugs_&_Rock_&_Roll_(film)
25982,https://en.wikipedia.org/wiki/Private_School_(film)
25984,"https://en.wikipedia.org/wiki/Hello_Sister,_Goodbye_Life"
26015,https://en.wikipedia.org/wiki/The_Sinking_of_the_Laconia
26029,https://en.wikipedia.org/wiki/The_Shaggy_D.A.
26049,https://en.wikipedia.org/wiki/Dawson_Isla_10
26063,https://en.wikipedia.org/wiki/Jubilee_(1978_film)
26066,https://en.wikipedia.org/wiki/Kansas_City_Confidential
26069,https://en.wikipedia.org/wiki/The_House_Next_Door_(2006_film)
26071,https://en.wikipedia.org/wiki/Don't_Go_Breaking_My_Heart_(1999_film)
26102,https://en.wikipedia.org/wiki/The_Ex_(2006_film)
26105,https://en.wikipedia.org/wiki/Photographing_Fairies
26141,https://en.wikipedia.org/wiki/The_Last_Flight_(2009_film)
26143,https://en.wikipedia.org/wiki/La_Vie_Sur_Terre
26144,https://en.wikipedia.org/wiki/Beshkempir
26145,https://en.wikipedia.org/wiki/Seventeen_Years_(film)
26146,https://en.wikipedia.org/wiki/Don't_Forget_You're_Going_to_Die
26147,https://en.wikipedia.org/wiki/Midnight_(1998_film)
26148,https://en.wikipedia.org/wiki/Kedma_(film)
26150,https://en.wikipedia.org/wiki/The_Hole_(1998_film)
26151,https://en.wikipedia.org/wiki/Girls_Can't_Swim
26153,https://en.wikipedia.org/wiki/Adanggaman
26154,https://en.wikipedia.org/wiki/The_Birth_of_Love
26157,https://en.wikipedia.org/wiki/The_Sentinel_(1992_film)
26159,https://en.wikipedia.org/wiki/Tiresia
26162,https://en.wikipedia.org/wiki/Luxury_Car_(film)
26165,https://en.wikipedia.org/wiki/The_Road_(2001_film)
26167,https://en.wikipedia.org/wiki/Late_Marriage
26168,https://en.wikipedia.org/wiki/The_Passenger_(2005_Éric_Caravaca_film)
26169,https://en.wikipedia.org/wiki/Burnt_Out
26170,https://en.wikipedia.org/wiki/Calle_54
26172,https://en.wikipedia.org/wiki/Someone_Else's_Happiness
26174,https://en.wikipedia.org/wiki/Mon_fils_à_moi
26177,https://en.wikipedia.org/wiki/Les_Sanguinaires
26182,https://en.wikipedia.org/wiki/Ma_6-T_va_crack-er
26184,"https://en.wikipedia.org/wiki/Skin_of_Man,_Heart_of_Beast"
26186,https://en.wikipedia.org/wiki/Testament_(2004_film)
26187,https://en.wikipedia.org/wiki/The_Book_of_Life_(1998_film)
26221,https://en.wikipedia.org/wiki/A_Dennis_the_Menace_Christmas
26222,https://en.wikipedia.org/wiki/Call_Me_Claus
26226,https://en.wikipedia.org/wiki/Klondike_Fever
26229,https://en.wikipedia.org/wiki/A_Mom_for_Christmas
26230,https://en.wikipedia.org/wiki/The_Ultimate_Christmas_Present
26231,https://en.wikipedia.org/wiki/Prancer_Returns
26232,https://en.wikipedia.org/wiki/Noah_(1998_film)
26233,https://en.wikipedia.org/wiki/Holiday_in_Handcuffs
26235,https://en.wikipedia.org/wiki/Twas_the_Night
26236,https://en.wikipedia.org/wiki/Eloise_at_Christmastime
26241,https://en.wikipedia.org/wiki/Ready_to_Run_(film)
26252,https://en.wikipedia.org/wiki/Lenny_the_Wonder_Dog
26256,https://en.wikipedia.org/wiki/Leonard_Part_6
26260,https://en.wikipedia.org/wiki/In_the_Nick_of_Time
26261,https://en.wikipedia.org/wiki/The_Year_Without_a_Santa_Claus_(2006_film)
26262,https://en.wikipedia.org/wiki/Heidi_(miniseries)
26266,https://en.wikipedia.org/wiki/War_of_the_Buttons_(1994_film)
26267,https://en.wikipedia.org/wiki/Heroes'_Mountain
26269,https://en.wikipedia.org/wiki/The_Great_Raid
26270,https://en.wikipedia.org/wiki/On_the_2nd_Day_of_Christmas
26272,https://en.wikipedia.org/wiki/Beings_(film)
26280,https://en.wikipedia.org/wiki/I_Saw_Mommy_Kissing_Santa_Claus_(film)
26284,https://en.wikipedia.org/wiki/Connected_(film)
26285,https://en.wikipedia.org/wiki/Return_of_the_Living_Dead_Part_II
26286,https://en.wikipedia.org/wiki/Return_of_the_Living_Dead_3
26287,https://en.wikipedia.org/wiki/Return_of_the_Living_Dead:_Necropolis
26288,https://en.wikipedia.org/wiki/Return_of_the_Living_Dead:_Rave_to_the_Grave
26292,"https://en.wikipedia.org/wiki/Up,_Up_and_Away_(film)"
26293,https://en.wikipedia.org/wiki/The_Other_Me
26296,https://en.wikipedia.org/wiki/The_Perfume_of_the_Lady_in_Black_(2005_film)
26310,https://en.wikipedia.org/wiki/The_Last_Leprechaun
26312,https://en.wikipedia.org/wiki/A_Knight_in_Camelot
26395,"https://en.wikipedia.org/wiki/Streamfield,_les_carnets_noirs"
26413,https://en.wikipedia.org/wiki/The_Purple_Mask
26445,https://en.wikipedia.org/wiki/The_Insatiable_Moon
26450,https://en.wikipedia.org/wiki/Madhouse_(1990_film)
26451,https://en.wikipedia.org/wiki/The_Curse_of_King_Tut's_Tomb_(1980_film)
26455,https://en.wikipedia.org/wiki/Monkeybone
26458,https://en.wikipedia.org/wiki/Living_Free
26459,https://en.wikipedia.org/wiki/Night_of_the_Twisters_(film)
26461,https://en.wikipedia.org/wiki/Freddy_Got_Fingered
26462,https://en.wikipedia.org/wiki/Ernest_Rides_Again
26463,https://en.wikipedia.org/wiki/Ice_Station_Zebra
26464,https://en.wikipedia.org/wiki/Strange_Bedfellows_(2004_film)
